node, front, label
603, 455, 3699
604, 455, 3698
605, 455, 3697
606, 455, 3696
607, 455, 3695
608, 455, 3694
609, 455, 3693
610, 455, 3692
611, 455, 3691
612, 455, 3690
613, 455, 3689
614, 455, 3688
615, 455, 3687
616, 455, 3686
617, 455, 3685
618, 455, 3684
619, 455, 3683
620, 455, 3682
621, 455, 3681
622, 455, 3680
623, 455, 3679
624, 455, 3678
625, 455, 3677
626, 455, 3676
627, 455, 3675
628, 455, 3674
629, 455, 3673
630, 455, 3672
631, 455, 3671
632, 455, 3670
633, 455, 3669
634, 455, 3668
635, 455, 3667
636, 455, 3666
637, 455, 3665
638, 455, 3664
639, 455, 3663
640, 455, 3662
641, 455, 3661
642, 455, 3660
643, 455, 3659
644, 455, 3658
645, 455, 3657
646, 455, 3656
647, 455, 3655
648, 455, 3654
649, 455, 3653
650, 455, 3652
651, 455, 3651
652, 455, 3650
653, 455, 3649
654, 455, 3648
655, 455, 3647
656, 455, 3646
657, 455, 3645
658, 455, 3644
659, 455, 3643
660, 455, 3642
661, 455, 3641
662, 455, 3640
663, 455, 3639
664, 455, 3638
665, 455, 3637
666, 455, 3636
667, 455, 3635
668, 455, 3634
669, 455, 3633
670, 455, 3632
671, 455, 3631
672, 455, 3630
673, 455, 3629
674, 455, 3628
675, 455, 3627
676, 455, 3626
677, 455, 3625
678, 455, 3624
679, 455, 3623
680, 455, 3622
681, 455, 3621
682, 455, 3620
683, 455, 3619
684, 455, 3618
685, 455, 3617
686, 455, 3616
687, 455, 3615
688, 455, 3614
689, 455, 3613
690, 455, 3612
691, 455, 3611
692, 455, 3610
693, 455, 3609
694, 455, 3608
695, 455, 3607
696, 455, 3606
697, 455, 3605
698, 455, 3604
699, 455, 3603
700, 455, 3602
701, 455, 3601
702, 455, 3600
703, 455, 3599
704, 455, 3598
705, 455, 3597
706, 455, 3596
707, 455, 3595
708, 455, 3594
709, 455, 3593
710, 455, 3592
711, 455, 3591
712, 455, 3590
713, 455, 3589
714, 455, 3588
715, 455, 3587
716, 455, 3586
717, 455, 3585
718, 455, 3584
719, 455, 3583
720, 455, 3582
721, 455, 3581
722, 455, 3580
723, 455, 3579
724, 455, 3578
725, 455, 3577
726, 455, 3576
727, 455, 3575
728, 455, 3574
729, 455, 3573
730, 455, 3572
731, 455, 3571
732, 455, 3570
733, 455, 3569
734, 455, 3568
735, 455, 3567
736, 455, 3566
737, 455, 3565
738, 455, 3564
739, 455, 3563
740, 455, 3562
741, 455, 3561
742, 455, 3560
743, 455, 3559
744, 455, 3558
745, 455, 3557
746, 455, 3556
747, 455, 3555
748, 455, 3554
749, 455, 3553
750, 455, 3552
751, 455, 3551
752, 455, 3550
753, 455, 3549
754, 455, 3548
755, 455, 3547
756, 455, 3546
757, 455, 3545
758, 455, 3544
759, 455, 3543
760, 455, 3542
761, 455, 3541
762, 455, 3540
763, 455, 3539
764, 455, 3538
765, 455, 3537
766, 455, 3536
767, 455, 3535
768, 455, 3534
769, 455, 3533
770, 455, 3532
771, 455, 3531
772, 455, 3530
773, 455, 3529
774, 455, 3528
775, 455, 3527
776, 455, 3526
777, 455, 3525
778, 455, 3524
779, 455, 3523
780, 455, 3522
781, 455, 3521
782, 455, 3520
783, 455, 3519
784, 455, 3518
785, 455, 3517
786, 455, 3516
787, 455, 3515
788, 455, 3514
789, 455, 3513
790, 455, 3512
791, 455, 3511
792, 455, 3510
793, 455, 3509
794, 455, 3508
795, 455, 3507
796, 455, 3506
797, 455, 3505
798, 455, 3504
799, 455, 3503
800, 455, 3502
801, 455, 3501
802, 455, 3500
803, 455, 3499
804, 455, 3498
805, 455, 3497
806, 455, 3496
807, 455, 3495
808, 455, 3494
809, 455, 3493
810, 455, 3492
811, 455, 3491
812, 455, 3490
813, 455, 3489
814, 455, 3488
815, 455, 3487
816, 455, 3486
817, 455, 3485
818, 455, 3484
819, 455, 3483
820, 455, 3482
821, 455, 3481
822, 455, 3480
823, 455, 3479
824, 455, 3478
825, 455, 3477
826, 455, 3476
827, 455, 3475
828, 455, 3474
829, 455, 3473
830, 455, 3472
831, 455, 3471
832, 455, 3470
833, 455, 3469
834, 455, 3468
835, 455, 3467
836, 455, 3466
837, 455, 3465
838, 455, 3464
839, 455, 3463
840, 455, 3462
841, 455, 3461
842, 455, 3460
843, 455, 3459
844, 455, 3458
845, 455, 3457
846, 455, 3456
847, 455, 3455
848, 455, 3454
849, 455, 3453
850, 455, 3452
851, 455, 3451
852, 455, 3450
853, 455, 3449
854, 455, 3448
855, 455, 3447
856, 455, 3446
857, 455, 3445
858, 455, 3444
859, 455, 3443
860, 455, 3442
861, 455, 3441
862, 455, 3440
863, 455, 3439
864, 455, 3438
865, 455, 3437
866, 455, 3436
867, 455, 3435
868, 455, 3434
869, 455, 3433
870, 455, 3432
871, 455, 3431
872, 455, 3430
873, 455, 3429
874, 455, 3428
875, 455, 3427
876, 455, 3426
877, 455, 3425
878, 455, 3424
879, 455, 3423
880, 455, 3422
881, 455, 3421
882, 455, 3420
883, 455, 3419
884, 455, 3418
885, 455, 3417
886, 455, 3416
887, 455, 3415
888, 455, 3414
889, 455, 3413
890, 455, 3412
891, 455, 3411
892, 455, 3410
893, 455, 3409
894, 455, 3408
895, 455, 3407
896, 455, 3406
897, 455, 3405
898, 455, 3404
899, 455, 3403
900, 455, 3402
901, 455, 3401
902, 455, 3400
903, 455, 3399
904, 455, 3398
905, 455, 3397
906, 455, 3396
907, 455, 3395
908, 455, 3394
909, 455, 3393
910, 455, 3392
911, 455, 3391
912, 455, 3390
913, 455, 3389
914, 455, 3388
915, 455, 3387
916, 455, 3386
917, 455, 3385
918, 455, 3384
919, 455, 3383
920, 455, 3382
921, 455, 3381
922, 455, 3380
923, 455, 3379
924, 455, 3378
925, 455, 3377
926, 455, 3376
927, 455, 3375
928, 455, 3374
929, 455, 3373
930, 455, 3372
931, 455, 3371
932, 455, 3370
933, 455, 3369
934, 455, 3368
935, 455, 3367
936, 455, 3366
937, 455, 3365
938, 455, 3364
939, 455, 3363
940, 455, 3362
941, 455, 3361
942, 455, 3360
943, 455, 3359
944, 455, 3358
945, 455, 3357
946, 455, 3356
947, 455, 3355
948, 455, 3354
949, 455, 3353
950, 455, 3352
951, 455, 3351
952, 455, 3350
953, 455, 3349
954, 455, 3348
955, 455, 3347
956, 455, 3346
957, 455, 3345
958, 455, 3344
959, 455, 3343
960, 455, 3342
961, 455, 3341
962, 455, 3340
963, 455, 3339
964, 455, 3338
965, 455, 3337
966, 455, 3336
967, 455, 3335
968, 455, 3334
969, 455, 3333
970, 455, 3332
971, 455, 3331
972, 455, 3330
973, 455, 3329
974, 455, 3328
975, 455, 3327
976, 455, 3326
977, 455, 3325
978, 455, 3324
979, 455, 3323
980, 455, 3322
981, 455, 3321
982, 455, 3320
983, 455, 3319
984, 455, 3318
985, 455, 3317
986, 455, 3316
987, 455, 3315
988, 455, 3314
989, 455, 3313
990, 455, 3312
991, 455, 3311
992, 455, 3310
993, 455, 3309
994, 455, 3308
995, 455, 3307
996, 455, 3306
997, 455, 3305
998, 455, 3304
999, 455, 3303
1000, 455, 3302
1001, 455, 3301
1002, 455, 3300
1003, 455, 3299
1004, 455, 3298
1005, 455, 3297
1006, 455, 3296
1007, 455, 3295
1008, 455, 3294
1009, 455, 3293
1010, 455, 3292
1011, 455, 3291
1012, 455, 3290
1013, 455, 3289
1014, 455, 3288
1015, 455, 3287
1016, 455, 3286
1017, 455, 3285
1018, 455, 3284
1019, 455, 3283
1020, 455, 3282
1021, 455, 3281
1022, 455, 3280
1023, 455, 3279
1024, 455, 3278
1025, 455, 3277
1026, 455, 3276
1027, 455, 3275
1028, 455, 3274
1029, 455, 3273
1030, 455, 3272
1031, 455, 3271
1032, 455, 3270
1033, 455, 3269
1034, 455, 3268
1035, 455, 3267
1036, 455, 3266
1037, 455, 3265
1038, 455, 3264
1039, 455, 3263
1040, 455, 3262
1041, 455, 3261
1042, 455, 3260
1043, 455, 3259
1044, 455, 3258
1045, 455, 3257
1046, 455, 3256
1047, 455, 3255
1048, 455, 3254
1049, 455, 3253
1050, 455, 3252
1051, 455, 3251
1052, 455, 3250
1053, 455, 3249
1054, 455, 3248
1055, 455, 3247
1056, 455, 3246
1057, 455, 3245
1058, 455, 3244
1059, 455, 3243
1060, 455, 3242
1061, 455, 3241
1062, 455, 3240
1063, 455, 3239
1064, 455, 3238
1065, 455, 3237
1066, 455, 3236
1067, 455, 3235
1068, 455, 3234
1069, 455, 3233
1070, 455, 3232
1071, 455, 3231
1072, 455, 3230
1073, 455, 3229
1074, 455, 3228
1075, 455, 3227
1076, 455, 3226
1077, 455, 3225
1078, 455, 3224
1079, 455, 3223
1080, 455, 3222
1081, 455, 3221
1082, 455, 3220
1083, 455, 3219
1084, 455, 3218
1085, 455, 3217
1086, 455, 3216
1087, 455, 3215
1088, 455, 3214
1089, 455, 3213
1090, 455, 3212
1091, 455, 3211
1092, 455, 3210
1093, 455, 3209
1094, 455, 3208
1095, 455, 3207
1096, 455, 3206
1097, 455, 3205
1098, 455, 3204
1099, 455, 3203
1100, 455, 3202
1101, 455, 3201
1102, 455, 3200
1103, 455, 3199
1104, 455, 3198
1105, 455, 3197
1106, 455, 3196
1107, 455, 3195
1108, 455, 3194
1109, 455, 3193
1110, 455, 3192
1111, 455, 3191
1112, 455, 3190
1113, 455, 3189
1114, 455, 3188
1115, 455, 3187
1116, 455, 3186
1117, 455, 3185
1118, 455, 3184
1119, 455, 3183
1120, 455, 3182
1121, 455, 3181
1122, 455, 3180
1123, 455, 3179
1124, 455, 3178
1125, 455, 3177
1126, 455, 3176
1127, 455, 3175
1128, 455, 3174
1129, 455, 3173
1130, 455, 3172
1131, 455, 3171
1132, 455, 3170
1133, 455, 3169
1134, 455, 3168
1135, 455, 3167
1136, 455, 3166
1137, 455, 3165
1138, 455, 3164
1139, 455, 3163
1140, 455, 3162
1141, 455, 3161
1142, 455, 3160
1143, 455, 3159
1144, 455, 3158
1145, 455, 3157
1146, 455, 3156
1147, 455, 3155
1148, 455, 3154
1149, 455, 3153
1150, 455, 3152
1151, 455, 3151
1152, 455, 3150
1153, 455, 3149
1154, 455, 3148
1155, 455, 3147
1156, 455, 3146
1157, 455, 3145
1158, 455, 3144
1159, 455, 3143
1160, 455, 3142
1161, 455, 3141
1162, 455, 3140
1163, 455, 3139
1164, 455, 3138
1165, 455, 3137
1166, 455, 3136
1167, 455, 3135
1168, 455, 3134
1169, 455, 3133
1170, 455, 3132
1171, 455, 3131
1172, 455, 3130
1173, 455, 3129
1174, 455, 3128
1175, 455, 3127
1176, 455, 3126
1177, 455, 3125
1178, 455, 3124
1179, 455, 3123
1180, 455, 3122
1181, 455, 3121
1182, 455, 3120
1183, 455, 3119
1184, 455, 3118
1185, 455, 3117
1186, 455, 3116
1187, 455, 3115
1188, 455, 3114
1189, 455, 3113
1190, 455, 3112
1191, 455, 3111
1192, 455, 3110
1193, 455, 3109
1194, 455, 3108
1195, 455, 3107
1196, 455, 3106
1197, 455, 3105
1198, 455, 3104
1199, 455, 3103
1200, 455, 3102
1201, 455, 3101
1202, 455, 3100
1203, 455, 3099
1204, 455, 3098
1205, 455, 3097
1206, 455, 3096
1207, 455, 3095
1208, 455, 3094
1209, 455, 3093
1210, 455, 3092
1211, 455, 3091
1212, 455, 3090
1213, 455, 3089
1214, 455, 3088
1215, 455, 3087
1216, 455, 3086
1217, 455, 3085
1218, 455, 3084
1219, 455, 3083
1220, 455, 3082
1221, 455, 3081
1222, 455, 3080
1223, 455, 3079
1224, 455, 3078
1225, 455, 3077
1226, 455, 3076
1227, 455, 3075
1228, 455, 3074
1229, 455, 3073
1230, 455, 3072
1231, 455, 3071
1232, 455, 3070
1233, 455, 3069
1234, 455, 3068
1235, 455, 3067
1236, 455, 3066
1237, 455, 3065
1238, 455, 3064
1239, 455, 3063
1240, 455, 3062
1241, 455, 3061
1242, 455, 3060
1243, 455, 3059
1244, 455, 3058
1245, 455, 3057
1246, 455, 3056
1247, 455, 3055
1248, 455, 3054
1249, 455, 3053
1250, 455, 3052
1251, 455, 3051
1252, 455, 3050
1253, 455, 3049
1254, 455, 3048
1255, 455, 3047
1256, 455, 3046
1257, 455, 3045
1258, 455, 3044
1259, 455, 3043
1260, 455, 3042
1261, 455, 3041
1262, 455, 3040
1263, 455, 3039
1264, 455, 3038
1265, 455, 3037
1266, 455, 3036
1267, 455, 3035
1268, 455, 3034
1269, 455, 3033
1270, 455, 3032
1271, 455, 3031
1272, 455, 3030
1273, 455, 3029
1274, 455, 3028
1275, 455, 3027
1276, 455, 3026
1277, 455, 3025
1278, 455, 3024
1279, 455, 3023
1280, 455, 3022
1281, 455, 3021
1282, 455, 3020
1283, 455, 3019
1284, 455, 3018
1285, 455, 3017
1286, 455, 3016
1287, 455, 3015
1288, 455, 3014
1289, 455, 3013
1290, 455, 3012
1291, 455, 3011
1292, 455, 3010
1293, 455, 3009
1294, 455, 3008
1295, 455, 3007
1296, 455, 3006
1297, 455, 3005
1298, 455, 3004
1299, 455, 3003
1300, 455, 3002
1301, 455, 3001
1302, 455, 3000
1303, 455, 2999
1304, 455, 2998
1305, 455, 2997
1306, 455, 2996
1307, 455, 2995
1308, 455, 2994
1309, 455, 2993
1310, 455, 2992
1311, 455, 2991
1312, 455, 2990
1313, 455, 2989
1314, 455, 2988
1315, 455, 2987
1316, 455, 2986
1317, 455, 2985
1318, 455, 2984
1319, 455, 2983
1320, 455, 2982
1321, 455, 2981
1322, 455, 2980
1323, 455, 2979
1324, 455, 2978
1325, 455, 2977
1326, 455, 2976
1327, 455, 2975
1328, 455, 2974
1329, 455, 2973
1330, 455, 2972
1331, 455, 2971
1332, 455, 2970
1333, 455, 2969
1334, 455, 2968
1335, 455, 2967
1336, 455, 2966
1337, 455, 2965
1338, 455, 2964
1339, 455, 2963
1340, 455, 2962
1341, 455, 2961
1342, 455, 2960
1343, 455, 2959
1344, 455, 2958
1345, 455, 2957
1346, 455, 2956
1347, 455, 2955
1348, 455, 2954
1349, 455, 2953
1350, 455, 2952
1351, 455, 2951
1352, 455, 2950
1353, 455, 2949
1354, 455, 2948
1355, 455, 2947
1356, 455, 2946
1357, 455, 2945
1358, 455, 2944
1359, 455, 2943
1360, 455, 2942
1361, 455, 2941
1362, 455, 2940
1363, 455, 2939
1364, 455, 2938
1365, 455, 2937
1366, 455, 2936
1367, 455, 2935
1368, 455, 2934
1369, 455, 2933
1370, 455, 2932
1371, 455, 2931
1372, 455, 2930
1373, 455, 2929
1374, 455, 2928
1375, 455, 2927
1376, 455, 2926
1377, 455, 2925
1378, 455, 2924
1379, 455, 2923
1380, 455, 2922
1381, 455, 2921
1382, 455, 2920
1383, 455, 2919
1384, 455, 2918
1385, 455, 2917
1386, 455, 2916
1387, 455, 2915
1388, 455, 2914
1389, 455, 2913
1390, 455, 2912
1391, 455, 2911
1392, 455, 2910
1393, 455, 2909
1394, 455, 2908
1395, 455, 2907
1396, 455, 2906
1397, 455, 2905
1398, 455, 2904
1399, 455, 2903
1400, 455, 2902
1401, 455, 2901
1402, 455, 2900
1403, 455, 2899
1404, 455, 2898
1405, 455, 2897
1406, 455, 2896
1407, 455, 2895
1408, 455, 2894
1409, 455, 2893
1410, 455, 2892
1411, 455, 2891
1412, 455, 2890
1413, 455, 2889
1414, 455, 2888
1415, 455, 2887
1416, 455, 2886
1417, 455, 2885
1418, 455, 2884
1419, 455, 2883
1420, 455, 2882
1421, 455, 2881
1422, 455, 2880
1423, 455, 2879
1424, 455, 2878
1425, 455, 2877
1426, 455, 2876
1427, 455, 2875
1428, 455, 2874
1429, 455, 2873
1430, 455, 2872
1431, 455, 2871
1432, 455, 2870
1433, 455, 2869
1434, 455, 2868
1435, 455, 2867
1436, 455, 2866
1437, 455, 2865
1438, 455, 2864
1439, 455, 2863
1440, 455, 2862
1441, 455, 2861
1442, 455, 2860
1443, 455, 2859
1444, 455, 2858
1445, 455, 2857
1446, 455, 2856
1447, 455, 2855
1448, 455, 2854
1449, 455, 2853
1450, 455, 2852
1451, 455, 2851
1452, 455, 2850
1453, 455, 2849
1454, 455, 2848
1455, 455, 2847
1456, 455, 2846
1457, 455, 2845
1458, 455, 2844
1459, 455, 2843
1460, 455, 2842
1461, 455, 2841
1462, 455, 2840
1463, 455, 2839
1464, 455, 2838
1465, 455, 2837
1466, 455, 2836
1467, 455, 2835
1468, 455, 2834
1469, 455, 2833
1470, 455, 2832
1471, 455, 2831
1472, 455, 2830
1473, 455, 2829
1474, 455, 2828
1475, 455, 2827
1476, 455, 2826
1477, 455, 2825
1478, 455, 2824
1479, 455, 2823
1480, 455, 2822
1481, 455, 2821
1482, 455, 2820
1483, 455, 2819
1484, 455, 2818
1485, 455, 2817
1486, 455, 2816
1487, 455, 2815
1488, 455, 2814
1489, 455, 2813
1490, 455, 2812
1491, 455, 2811
1492, 455, 2810
1493, 455, 2809
1494, 455, 2808
1495, 455, 2807
1496, 455, 2806
1497, 455, 2805
1498, 455, 2804
1499, 455, 2803
1500, 455, 2802
1501, 455, 2801
1502, 455, 2800
1503, 455, 2799
1504, 455, 2798
1505, 455, 2797
1506, 455, 2796
1507, 455, 2795
1508, 455, 2794
1509, 455, 2793
1510, 455, 2792
1511, 455, 2791
1512, 455, 2790
1513, 455, 2789
1514, 455, 2788
1515, 455, 2787
1516, 455, 2786
1517, 455, 2785
1518, 455, 2784
1519, 455, 2783
1520, 455, 2782
1521, 455, 2781
1522, 455, 2780
1523, 455, 2779
1524, 455, 2778
1525, 455, 2777
1526, 455, 2776
1527, 455, 2775
1528, 455, 2774
1529, 455, 2773
1530, 455, 2772
1531, 455, 2771
1532, 455, 2770
1533, 455, 2769
1534, 455, 2768
1535, 455, 2767
1536, 455, 2766
1537, 455, 2765
1538, 455, 2764
1539, 455, 2763
1540, 455, 2762
1541, 455, 2761
1542, 455, 2760
1543, 455, 2759
